,company,location,salary,title
41704,    State of Washington,"Seattle, WA","$4,706 - $8,500 a month",Quality Process Manager (WMS Band 2)
41722,    State of Washington,"Bellevue, WA","$55,476 - $72,744 a year",Site Hazard Assessment and WARM Ranking Specialist (Natural...
44077,    CareerMonks,"Austin, TX","$100,000 - $130,000 a year",Big Data Engineer
44082,    Gibson - An Education Consulting & Research Group,"Austin, TX 78746","$110,000 - $150,000 a year",Senior Research Scientist (Principal Investigator level)
44089,    University of Texas at Austin,"Austin, TX","$2,666 a month",Research Engineering/ Scientist Assistant
44101,    City of Austin,"Austin, TX 78702 (Rosewood area)",$17.11 - $21.29 an hour,Water Quality Scientist/Water Quality Scientist Assistant
44104,"    Applied Research Laboratories, The University of T...","Austin, TX 78758 (North Austin area)","$75,000 - $130,000 a year",Engineering Scientist - R and D Algorithm and System Develop...
44106,    University of Texas at Austin,"Austin, TX","$5,400 - $6,500 a month",Engineering Scientist Associate - Electronics Design Enginee...
44115,    University of Texas at Austin,"Austin, TX","$6,250 - $10,833 a month",Engineering Scientist - GPS Data Analyst
44117,"    Signature Science, LLC","Austin, TX 78759 (Arboretum area)","$79,000 a year",Computer Scientist/Software Engineer
44121,    University of Texas at Austin,"Austin, TX","$6,250 - $10,833 a month",Engineering Scientist - HF Geo Algortihm Developer
44137,    University of Texas at Austin,"Austin, TX","$6,250 - $10,833 a month",Engineering Scientist - Satellite Attitude Determination Spe...
44140,    The Norland Group,"Austin, TX",$42.53 a day,7308802-Scientist III
44157,    Austin Fraser,"Austin, TX","$120,000 - $150,000 a year",Senior Data Engineer
44163,    University of Texas at Austin,"Austin, TX","$5,400 - $6,500 a month",Engineering Scientist Associate - R and D Software Developer
44191,    Superior Group,"Austin, TX",$41 an hour,Scientist III
44193,    University of Texas at Austin,"Austin, TX","$6,250 a month",Engineering Scientist - Senior Research Software Engineer Ja...
44203,    Winston Fox,"Austin, TX","$120,000 - $200,000 a year",Software Development Engineers (Core Java)
44204,    University of Texas at Austin,"Austin, TX","$5,000 a month",Engineering Scientist Associate - Research Software Engineer...
44217,    University of Texas at Austin,"Austin, TX","$4,166 a month",Research Engineering/ Scientist Associate I (Exempt) - Data...
44218,    University of Texas at Austin,"Austin, TX","$4,166 a month",Research Engineering/ Scientist Associate I (Exempt) - Colla...
44220,    University of Texas at Austin,"Austin, TX","$5,666 a month",Social Science/Humanities Research Associate V (Exempt) - Su...
44224,    University of Texas at Austin,"Austin, TX","$5,400 - $6,500 a month",Engineering Scientist Associate - Information Systems Engine...
44230,    University of Texas at Austin,"Austin, TX","$6,250 - $10,833 a month",Engineering Scientist - Senior Software Defined Radio Receiv...
44232,    University of Texas at Austin,"Austin, TX","$5,000 - $5,833 a month",Research Engineering/ Scientist Associate IV (Exempt) - Radi...
47224,    Oregon Health & Science University,"Portland, OR","$48,000 - $55,000 a year",OCTRI Navigator Assistant
47225,    Department of Energy,"Portland, OR","$43,120 - $68,571 a year",Physical Scientist
47226,"    Kennedy Unlimited Inc, Professional Staffing","Portland, OR","$130,000 - $140,000 a year",Predictive Analytics (Machine Learning)
47229,    Oregon Health & Science University,"Portland, OR","$32,000 - $40,000 a year",Research Assistant 2
47232,"    Najit Technologies, Inc.","Beaverton, OR","$25,000 - $60,000 a year",Research Scientist
47239,    Oregon Health & Science University,"Portland, OR",$19.71 - $36.15 an hour,Image Analyst (Research Associate)
47243,    Portland General Electric,"Portland, OR 97204 (Downtown area)","$3,378 a month","Senior Analyst, Load Research (R17-196)"
47245,    Portland Community College,"Portland, OR 97280 (Far Southwest area)","$51,897 - $89,991 a year","Instructor and Program Chair, Medical Lab Technology"
47251,    University of Portland,"Portland, OR","$55,000 - $65,000 a year",Industry Relations Manager
47254,    Aroghia,"Portland, OR 97219 (Far Southwest area)",$60 - $80 a day,Data Scientist/Big Data
47259,    Oregon Health & Science University,"Portland, OR","$47,484 a year",Postdoctoral Scholar
47264,    State of Washington,"Vancouver, WA","$5,351 - $7,815 a month",Region 5 Regional Program Manager (WMS03) *03226-17
47275,    Staff Finders Technical Inc,"Hillsboro, OR",$70 an hour,Subject Matter Expert/Artificial Intelligence
47276,    DiscoverOrg,"Vancouver, WA",$15 an hour,Corporate Research Analyst
3148,    Dept of Forensic Science,"Richmond, VA","$52,676 - $88,123 a year",Forensic Scientist - Division of Technical Services - CF902
3156,    Makro,"Richmond, VA",$25 an hour,Scientist - Analytical III-44441
3160,    Dept of General Services,"Richmond, VA","$48,681 - $60,617 a year",Laboratory Quality Assurance Officer (Senior Scientist)
3161,    Apex Life Sciences,"Richmond, VA",$25 an hour,Research Scientist
3163,    Richard Bland College,"Petersburg, VA","$45,000 - $60,000 a year",Institutional Research Analyst
3169,    Smith Hanley Associates,"Richmond, VA","$75,000 - $90,000 a year","Senior Analyst, Modeling"
3171,    Richard Bland College (241),"Petersburg, VA","$45,000 - $60,000 a year",Institutional Research Analyst
7695,"    Kennedy Unlimited Inc, Professional Staffing","Des Moines, IA","$130,000 - $140,000 a year",Predictive Analytics (Machine Learning)
7698,    State of Iowa Talent Gateway,"Des Moines, IA 50319 (East Village area)","$43,742 - $65,416 a year",Performance Measurement and Research Analyst
7700,    State of Iowa Talent Gateway,"Des Moines, IA 50312 (Ingersoll Park area)","$43,742 - $65,416 a year",Statistical Research Analyst 2
7707,    Palmer Group,"Des Moines, IA","$98,000 a year",Data Engineer
7709,    Palmer Group,"Des Moines, IA","$100,000 - $110,000 a year",Data Engineer Manager
7716,    Palmer Group,"Des Moines, IA","$80,000 - $110,000 a year",Software Engineer
7717,    Hunter International,"Grimes, IA",$15 an hour,Research Associate
7718,    Hunter International,"Des Moines, IA",$15 - $20 an hour,Research Technician
10834,    JE Group of Companies,"Rancho Cucamonga, CA 91739","$40,000 - $45,000 a year",Environmental Specialist (Entry level)
10840,    Department of the Navy,"Corona, CA","$32,844 - $63,517 a year",BUSINESS AND INDUSTRY
10841,    Department of the Navy,"Corona, CA","$49,765 - $133,967 a year",INTERDISCIPLINARY ENGINEER
10842,    JE Group of Companies,"Rancho Cucamonga, CA 91739","$55,000 - $65,000 a year",Environmental Specialist (Mid level)
10846,    Department of the Navy,"Corona, CA","$49,765 - $133,967 a year",COMPUTER SCIENTIST
10847,    California State University San Bernardino,"San Bernardino, CA","$46,764 - $75,912 a year",Research Analyst (AA/S EI) / Research & Sponsored Programs
10858,"    Foothills Consulting Group, Inc.","Irvine, CA 92618","$160,000 a year","Principal, Decision Sciences"
10865,    San Bernardino County,"Colton, CA","$94,245 a year",Clinical Laboratory Scientist II
10869,    South Orange County Community College District,"Irvine, CA 92618","$6,001 a month",Research and Planning Analyst
18884,    City of Albuquerque,"Albuquerque, NM","$50,107 - $59,738 a year",Environmental Health Scientist E16
19007,"    UNM Medical Group, Inc.","Albuquerque, NM 87106 (University Hts area)",$17.16 an hour,Medical Coding Analyst 1
19010,"    UNM Medical Group, Inc.","Albuquerque, NM 87106 (University Hts area)",$25.41 an hour,Radiology Tech - CT Simulator
22030,    Dept of Forensic Science (778),"Norfolk, VA","$51,142 - $85,558 a year",Forensic Scientist
22034,    National Aeronautics and Space Administration,"Hampton, VA","$61,748 - $93,821 a year","Research Computer Scientist, AST - Computer Research and Dev..."
25176,    University of Texas at Dallas,"Richardson, TX","$55,000 a year",Research Associate
25207,    Workbridge Associates,"Dallas, TX","$80,000 - $100,000 a year",Data Scientist
25246,"    Clovity, Inc.","Plano, TX 75075",$70 a day,Data Analyst/Scientist (Datameer)
25322,    Anchor Point Technology Resources,"Dallas, TX","$100,000 a year",District Sales Manager
25347,    Medcillary,"Dallas, TX","$32,000 a year",Administrative Assistant
25348,    Cottonwood Financial,"Irving, TX 75038","$120,000 a year",DIRECTOR OF MARKETING ANALYTICS
25358,    Lighthouse Recruiting,"Dallas, TX 75240 (Far North area)","$65,000 - $75,000 a year","Method Development, Clinical Toxicology"
28326,    City of Tempe Arizona,"Tempe, AZ","$53,676 - $72,463 a year",Police Research & Data Analyst I/II+
28332,"    Kennedy Unlimited Inc, Professional Staffing","Phoenix, AZ","$130,000 - $140,000 a year",Predictive Analytics (Machine Learning)
28341,    State of Arizona,"Phoenix, AZ","$45,000 - $65,000 a year",ENVIRONMENTAL OUTREACH SPECIALIST
28343,    State of Arizona,"Phoenix, AZ","$50,000 a year",Public Health Scientist / Chemist
28350,    Maricopa County Community College District,"Phoenix, AZ","$50,958 - $60,512 a year",Institutional Research Analyst (Open until Filled)
28354,    Arizona State University,"Tempe, AZ","$34,560 - $38,500 a year",Academic Success Specialist
28361,    Arizona Health Care Cost Containment System,"Phoenix, AZ","$39,983 - $55,500 a year",RESEARCH AND STATISTICAL ANALYST
28362,    SiteLock,"Scottsdale, AZ","$50,000 - $55,000 a year",Web Security Research Analyst
28363,    Arizona State University,"Tempe, AZ",$10.67 - $14.42 an hour,Office Assistant/Receptionist Sr.
28376,    State of Arizona,"Phoenix, AZ","$45,000 - $77,000 a year",AIR QUALITY PLANNER 2-3
28386,    All About People,"Phoenix, AZ 85007 (Central City area)",$13 an hour,Customer Service / Research Analyst
28388,    The Creative Group,"Phoenix, AZ 85016 (Camelback East area)",$25 - $30 an hour,Account Manager
31467,    Kern Medical,"Bakersfield, CA 93306","$86,071 - $105,076 a year",Supervising Clinical Laboratory Scientist - Shift
31469,"    University Enterprises, Inc.","Bakersfield, CA",$12 - $18 an hour,Engineering Student Assistant (Bakersfield)
31470,    Kern Medical,"Bakersfield, CA",$31.98 - $43.13 an hour,Clinical Laboratory Scientist I/II - Shift
31473,    Exact Staff,"Bakersfield, CA 93301",$20 - $25 an hour,Special Project Research Analyst
31474,    Kern Medical,"Bakersfield, CA",$46.46 an hour,Clinical Laboratory Scientist (Technologist) - Per Diem
31479,    Kern Medical,"Bakersfield, CA 93306",$31.98 - $43.13 an hour,Clinical Laboratory Scientist
34628,    State of Minnesota,"Saint Paul, MN",$21.98 - $32.24 an hour,Research Analyst Specialist
34633,    State of Minnesota,"Saint Paul, MN",$25.22 - $37.16 an hour,Research Scientist 2
34635,"    Kennedy Unlimited Inc, Professional Staffing","Minneapolis, MN","$130,000 - $140,000 a year",Predictive Analytics (Machine Learning)
34649,    State of Minnesota,"Saint Paul, MN",$25.22 - $37.16 an hour,Toxicologist / Health Risk Assessor-Research Scientist 2
34672,    Volt Workforce Solutions,"Saint Paul, MN",$35.54 an hour,Clinical Data Analyst/Scientist/Engineer
34732,    V-Soft,"Eagan, MN",$41 an hour,Senior Legal Research Analyst
34736,    Thomson Reuters,"Eagan, MN",$23.33 an hour,Legal Research Analyst
34749,    George Konik Associates,"Saint Paul, MN","$80,000 - $110,000 a year",Market Research Analyst
34765,    Volt Workforce Solutions,"Maplewood, MN",$17 an hour,Technician I
42310,    Anchor Point Technology Resources,"Wichita, KS","$100,000 a year",District Sales Manager
45446,    University of Kentucky,"Lexington, KY","$48,526 - $80,059 a year",Statistician
45447,    University of Kentucky,"Lexington, KY",$16.25 - $25.99 an hour,Research Analyst
48632,    Labs-Mart Inc.,"Farmington Hills, MI","$50,400 a year",Senior Laboratory Analyst
48688,    Wayne State University,"Detroit, MI","$45,000 a year",Postdoctoral Research Associate
3148,    Dept of Forensic Science,"Richmond, VA","$52,676 - $88,123 a year",Forensic Scientist - Division of Technical Services - CF902
3156,    Makro,"Richmond, VA",$25 an hour,Scientist - Analytical III-44441
3160,    Dept of General Services,"Richmond, VA","$48,681 - $60,617 a year",Laboratory Quality Assurance Officer (Senior Scientist)
3161,    Apex Life Sciences,"Richmond, VA",$25 an hour,Research Scientist
3163,    Richard Bland College,"Petersburg, VA","$45,000 - $60,000 a year",Institutional Research Analyst
3169,    Smith Hanley Associates,"Richmond, VA","$75,000 - $90,000 a year","Senior Analyst, Modeling"
3171,    Richard Bland College (241),"Petersburg, VA","$45,000 - $60,000 a year",Institutional Research Analyst
7694,"    Kennedy Unlimited Inc, Professional Staffing","Des Moines, IA","$130,000 - $140,000 a year",Predictive Analytics (Machine Learning)
7698,    State of Iowa Talent Gateway,"Des Moines, IA 50319 (East Village area)","$43,742 - $65,416 a year",Performance Measurement and Research Analyst
7701,    State of Iowa Talent Gateway,"Des Moines, IA 50312 (Ingersoll Park area)","$43,742 - $65,416 a year",Statistical Research Analyst 2
7707,    Palmer Group,"Des Moines, IA","$98,000 a year",Data Engineer
7709,    Palmer Group,"Des Moines, IA","$100,000 - $110,000 a year",Data Engineer Manager
7714,    Palmer Group,"Des Moines, IA","$80,000 - $110,000 a year",Software Engineer
7716,    Hunter International,"Grimes, IA",$15 an hour,Research Associate
7717,    Hunter International,"Des Moines, IA",$15 - $20 an hour,Research Technician
10833,    JE Group of Companies,"Rancho Cucamonga, CA 91739","$40,000 - $45,000 a year",Environmental Specialist (Entry level)
10839,    Department of the Navy,"Corona, CA","$32,844 - $63,517 a year",BUSINESS AND INDUSTRY
10840,    Department of the Navy,"Corona, CA","$49,765 - $133,967 a year",INTERDISCIPLINARY ENGINEER
10841,    JE Group of Companies,"Rancho Cucamonga, CA 91739","$55,000 - $65,000 a year",Environmental Specialist (Mid level)
10845,    Department of the Navy,"Corona, CA","$49,765 - $133,967 a year",COMPUTER SCIENTIST
10846,    California State University San Bernardino,"San Bernardino, CA","$46,764 - $75,912 a year",Research Analyst (AA/S EI) / Research & Sponsored Programs
10857,"    Foothills Consulting Group, Inc.","Irvine, CA 92618","$160,000 a year","Principal, Decision Sciences"
10863,    San Bernardino County,"Colton, CA","$94,245 a year",Clinical Laboratory Scientist II
10864,    South Orange County Community College District,"Irvine, CA 92618","$6,001 a month",Research and Planning Analyst
18883,    City of Albuquerque,"Albuquerque, NM","$50,107 - $59,738 a year",Environmental Health Scientist E16
19003,"    UNM Medical Group, Inc.","Albuquerque, NM 87106 (University Hts area)",$17.16 an hour,Medical Coding Analyst 1
19006,"    UNM Medical Group, Inc.","Albuquerque, NM 87106 (University Hts area)",$25.41 an hour,Radiology Tech - CT Simulator
22029,    Dept of Forensic Science (778),"Norfolk, VA","$51,142 - $85,558 a year",Forensic Scientist
25175,    University of Texas at Dallas,"Richardson, TX","$55,000 a year",Research Associate
25236,    Real Time Resolutions Inc.,"Dallas, TX 75247 (Northwest Dallas area)","$30,000 a year",Account Research Analyst
25245,"    Clovity, Inc.","Plano, TX 75075",$70 a day,Data Analyst/Scientist (Datameer)
25292,    Themesoft Inc,"Dallas, TX",$50 an hour,"Senior Data Scientist - Dallas,TX"
25327,    Lighthouse Recruiting,"Dallas, TX","$65,000 - $80,000 a year",Certifying Scientist
25344,    Medcillary,"Dallas, TX","$32,000 a year",Administrative Assistant
25351,    Cottonwood Financial,"Irving, TX 75038","$120,000 a year",DIRECTOR OF MARKETING ANALYTICS
25355,    Lighthouse Recruiting,"Dallas, TX 75240 (Far North area)","$65,000 - $75,000 a year","Method Development, Clinical Toxicology"
28323,    City of Tempe Arizona,"Tempe, AZ","$53,676 - $72,463 a year",Police Research & Data Analyst I/II+
28332,"    Kennedy Unlimited Inc, Professional Staffing","Phoenix, AZ","$130,000 - $140,000 a year",Predictive Analytics (Machine Learning)
28334,    State of Arizona,"Phoenix, AZ","$45,000 - $65,000 a year",ENVIRONMENTAL OUTREACH SPECIALIST
28339,    State of Arizona,"Phoenix, AZ","$50,000 a year",Public Health Scientist / Chemist
28348,    Maricopa County Community College District,"Phoenix, AZ","$50,958 - $60,512 a year",Institutional Research Analyst (Open until Filled)
28349,    Arizona State University,"Tempe, AZ","$34,560 - $38,500 a year",Academic Success Specialist
28357,    Arizona Health Care Cost Containment System,"Phoenix, AZ","$39,983 - $55,500 a year",RESEARCH AND STATISTICAL ANALYST
28359,    SiteLock,"Scottsdale, AZ","$50,000 - $55,000 a year",Web Security Research Analyst
28372,    State of Arizona,"Phoenix, AZ","$45,000 - $77,000 a year",AIR QUALITY PLANNER 2-3
28379,    All About People,"Phoenix, AZ 85007 (Central City area)",$13 an hour,Customer Service / Research Analyst
28381,    The Creative Group,"Phoenix, AZ 85016 (Camelback East area)",$25 - $30 an hour,Account Manager
31462,    Kern Medical,"Bakersfield, CA 93306","$86,071 - $105,076 a year",Supervising Clinical Laboratory Scientist - Shift
31464,"    University Enterprises, Inc.","Bakersfield, CA",$12 - $18 an hour,Engineering Student Assistant (Bakersfield)
31465,    Kern Medical,"Bakersfield, CA",$31.98 - $43.13 an hour,Clinical Laboratory Scientist I/II - Shift
31468,    Exact Staff,"Bakersfield, CA 93301",$20 - $25 an hour,Special Project Research Analyst
31469,    Kern Medical,"Bakersfield, CA",$46.46 an hour,Clinical Laboratory Scientist (Technologist) - Per Diem
31474,    Kern Medical,"Bakersfield, CA 93306",$31.98 - $43.13 an hour,Clinical Laboratory Scientist
34628,    State of Minnesota,"Saint Paul, MN",$25.22 - $37.16 an hour,Research Scientist 2
34630,"    Kennedy Unlimited Inc, Professional Staffing","Minneapolis, MN","$130,000 - $140,000 a year",Predictive Analytics (Machine Learning)
34666,    Volt Workforce Solutions,"Saint Paul, MN",$35.54 an hour,Clinical Data Analyst/Scientist/Engineer
34725,    V-Soft,"Eagan, MN",$41 an hour,Senior Legal Research Analyst
34731,    Thomson Reuters,"Eagan, MN",$23.33 an hour,Legal Research Analyst
34746,    George Konik Associates,"Saint Paul, MN","$80,000 - $110,000 a year",Market Research Analyst
34770,    Volt Workforce Solutions,"Maplewood, MN",$17 an hour,Technician I
37762,    Dept of Forensic Science,"Norfolk, VA","$51,142 - $85,558 a year",Forensic Scientist - Latent Prints - CF379
37763,    National Aeronautics and Space Administration,"Hampton, VA","$61,748 - $93,821 a year","Research Computer Scientist, AST - Computer Research and Dev..."
42307,    Anchor Point Technology Resources,"Wichita, KS","$100,000 a year",District Sales Manager
45443,    University of Kentucky,"Lexington, KY","$48,526 - $80,059 a year",Statistician
45444,    University of Kentucky,"Lexington, KY",$16.25 - $25.99 an hour,Research Analyst
48628,    Labs-Mart Inc.,"Farmington Hills, MI","$50,400 a year",Senior Laboratory Analyst
48648,    JSP Recruitment Services,"Dearborn, MI","$87,400 - $112,000 a year",Senior Statistical Modeler
48685,    Wayne State University,"Detroit, MI","$45,000 a year",Postdoctoral Research Associate
51830,    Department of the Air Force,"Kirtland AFB, NM","$40,033 - $52,043 a year","Physicist, GS-1310-7-Palace Acquire Intern"
54885,    TWIM,"Anaheim, CA 92805","$70,000 - $200,000 a year",Deep Learning 딥러닝/ Machine Learning 머신러닝 엔지니어
54895,    Rio Hondo College,"Whittier, CA","$5,251 - $6,719 a month",Research Analyst
54905,    Carrington Garrett Executive Search,"Newport Beach, CA","$140,000 - $175,000 a year",Data Scientist
54939,    University of California - Irvine,"Irvine, CA",$28.56 - $33.69 an hour,Senior Statistician 
54948,    USC,"Los Angeles, CA","$55,494 - $92,497 a year",Programmer Analyst II
54965,    University of California - Irvine,"Irvine, CA","$4,969 - $6,756 a month",Senior Clinical Research Analyst 
54973,    Coast Community College District,"Huntington Beach, CA","$63,838 - $77,700 a year",Research Analyst - Equity
54988,    UC Irvine Health,"Orange, CA 92868",$45.81 a day,PD Clinical Lab Scientist - Hematology - Per Diem - Days
54999,    Los Angeles County Department of Human Resources,"Los Angeles, CA","$57,274 - $71,152 a year","RESEARCH ANALYST II, BEHAVIORAL SCIENCES"
55008,    USC,"Los Angeles, CA","$82,000 - $105,000 a year",Bioinformatics Programmer
55021,    UC Irvine Health,"Orange, CA 92868",$38.13 - $45.58 a day,Clinical Lab Scientist - Blood Bank - P/T - Variable
55032,    UC Irvine Health,"Orange, CA 92868",$43.13 - $51.53 a day,"Clinical Lab Scientist Specialist, Coagulation - Hematology..."
55036,    CooperGenomics,"Los Angeles, CA","$50,000 - $80,000 a year",Clinical Laboratory Scientist
55037,    Jobspring Partners,"Los Angeles, CA","$140,000 - $180,000 a year",Big Data Engineer
55046,    Los Angeles County Department of Human Resources,"Los Angeles, CA","$7,046 a month",CLINICAL LABORATORY SCIENTIST I (Blood Bank)
55078,    USC,"Los Angeles, CA","$48,000 - $70,000 a year",Postdoctoral Scholar Research Associate
55105,    Los Angeles County Department of Human Resources,"Los Angeles, CA","$5,988 - $6,322 a month",CLINICAL LABORATORY SCIENTIST I (North County)
55119,    Los Angeles County Department of Human Resources,"Los Angeles, CA","$76,804 - $100,726 a year","MEDICAL TECHNOLOGIST, LABORATORY INFORMATION SYSTEMS"
55121,    Swifter,"Los Angeles, CA","$225,000 a year",Director of Data Science
55145,    Platinum Enterprise Solutions,"Los Angeles, CA 90001",$50 an hour,Data Scientist / Analyst
55169,    LT,"Los Angeles, CA","$225,000 a year",Mobile Director
55180,    Calpack Foods,"Torrance, CA 90501",$14 - $16 an hour,Quality Assurance Technician
55205,    Los Angeles County Department of Human Resources,"Los Angeles, CA","$84,336 - $110,616 a year",SUPERVISING CLINICAL LABORATORY SCIENTIST III
55255,    California State University - Fullerton,"Fullerton, CA","$4,693 - $7,617 a month",Institutional Large-Scale Research Grant Developer (Administ...
55256,    Cal State Fullerton,"Fullerton, CA","$4,693 - $7,617 a month",Institutional Large-Scale Research Grant Developer (Administ...
55257,    California State University - Fullerton,"Fullerton, CA","$4,693 - $7,617 a month",STEM Research Grant Developer (Administrative Analyst/Specia...
55258,    Cal State Fullerton,"Fullerton, CA","$4,693 - $7,617 a month",STEM Research Grant Developer (Administrative Analyst/Specia...
55260,    LT,"Los Angeles, CA","$170,000 a year",Senior iOS Developer
58030,    The NPD Group,"Greensboro, NC 27409","$100,000 a year","Director, Custom Research / Marketing Scientist"
64012,    Workbridge Associates,"Irvine, CA","$100,000 - $140,000 a year",Data Scientist
64049,    California State University,"Fullerton, CA","$4,693 - $7,617 a month",STEM Research Grant Developer (Administrative Analyst/Specia...
64083,    UC Irvine Health,"Orange, CA 92868",$42.01 - $50.20 a day,Clinical Lab Scientist Specialist - Chemistry - F/T - Variab...
67116,    Kent Consortium,"Grand Rapids, MI","$78,161 - $88,248 a year",Research Data Analyst
67133,    Smith Hanley Associates,"Grand Rapids, MI","$80,000 - $110,000 a year",Sr. Statistical Analyst
70259,    Piper Companies,"Durham, NC 27703","$105,000 - $115,000 a year",Data Scientist
70260,    Piper Companies,"Durham, NC","$105,000 - $130,000 a year",Data Scientist / Machine Learning
70261,"    Sente Data Science, LLC","Cary, NC","$80,000 - $110,000 a year",Data Scientist
70262,    ITS Technologies,"Raleigh, NC","$150,000 a year",Data Scientist
70270,    Piper Companies,"Raleigh, NC 27617 (Central area)","$90,000 - $120,000 a year",Data Analyst
70278,    Strivector,"Morrisville, NC","$170,000 a year",Senior Data Scientist – Machine Learning
70284,    Oak Ridge Associated Universities,"Chapel Hill, NC",$28.14 an hour,Epidemiological Research Support (Part-Time) at EPA
70288,    Piper Companies,"Research Triangle Park, NC 27709",$70 - $90 an hour,Contract Statistician
70293,    University of North Carolina,"Chapel Hill, NC 27517","$34,997 - $56,471 a year",Soc/Clin Research Specialist
70296,    Piper Companies,"Morrisville, NC 27560",$55 - $65 an hour,Statistical Programmer
70308,    Oak Ridge Associated Universities,"Chapel Hill, NC",$28.14 an hour,Human Health and Wellbeing Research Support at EPA
70313,    Seqirus A CSL Company,"Holly Springs, NC","$94,661 - $109,000 a year",Statistician II (Job Code: GR0218)
70338,    North Carolina State University,"Raleigh, NC","$31,888 - $54,002 a year",Business Services Coordinator
70349,    LifeScale Analytics,"Raleigh-Durham, NC","$140,000 a year",Hadoop Integration Data Scientist
70418,    Hunter International,"Research Triangle Park, NC",$34 an hour,Bioinformatics Scientist
70429,    DISYS (Digital Intelligence SYStems Pvt. Ltd.),"Raleigh, NC",$22 an hour,Research/Remediation Analyst
70431,    Hunter International,"Research Triangle Park, NC",$20 an hour,Biologist / Entomologist
70441,    Hunter International,"Research Triangle Park, NC",$29 an hour,Associate Scientist 3865
73423,    PDDN Inc,"San Mateo, CA",$60 an hour,Data Scientist
73433,    Cloud Big Data Technologies,"Redwood, CA",$65 - $66 an hour,Data Scientist
73450,    Griffin Advisors,"San Francisco, CA","$250,000 - $300,000 a year",PhD in AI / Machine Learning
73490,    Optimal Asset Management Inc,"San Francisco Bay Area, CA","$85,000 - $100,000 a year",Quantitative Analyst
73513,    Intellipro Group Inc.,"San Francisco, CA","$300,000 a year",Data Scientist
73526,    consol partners,"San Francisco Bay Area, CA","$170,000 - $185,000 a year",Data Scientist
73536,"    NextGen Jane, Inc.","Oakland, CA","$45,000 - $55,000 a year",Laboratory Technician III
73544,    WingWarp Inc.,"San Francisco, CA 94158 (South Of Market area)","$10,000 a month",Video Machine Learning - field position/yard line a camera i...
73549,"    Kennedy Unlimited Inc, Professional Staffing","San Francisco, CA","$130,000 - $140,000 a year",Predictive Analytics (Machine Learning)
73569,    FlowWest,"Oakland, CA",$25 - $30 an hour,Office Manager for Dynamic Environmental Startup
73666,    3sixtyHR,"San Francisco, CA","$120,000 - $170,000 a year",Deep Learning/Machine Learning Engineer
73677,    Glocomms,"San Francisco, CA","$160,000 - $180,000 a year",Data Scientist
73773,    Corporate Labs Technology,"Brisbane, CA","$110,000 - $180,000 a year",Data Scientist (Machine Learning)
73816,    TargetCW,"Emeryville, CA","$90,000 - $100,000 a year",Chemical Analytics Scientist
73837,    ConSol Partners,"San Francisco Bay Area, CA","$100,000 - $175,000 a year",Machine Learning Engineer
73855,    RecruitforKicks,"Berkeley, CA","$200,000 a year",Group Head BAT Biologics
73880,    Glocomms,"San Francisco, CA","$125,000 - $200,000 a year",Machine Learning Engineer
73916,    Tandem Recruiting Group,"San Francisco Bay Area, CA","$130,000 - $150,000 a year",Principal Machine Learning Scientist
73926,    County of San Mateo,"San Mateo County, CA",$39.74 - $52.59 an hour,Clinical Laboratory Scientist I/II (Medi...
74042,    Strategic Employment Partners,"San Mateo, CA","$120,000 a year",Machine Learning Research Engineer
74044,    Greenberg Strategy,"San Francisco Bay Area, CA","$60,000 - $70,000 a year",Senior Accountant
74101,    Harnham,"San Francisco, CA","$240,000 a year",Head of Data Sciences
74182,    Workbridge Associates,"San Francisco, CA","$170,000 - $180,000 a year",Head of Machine Learning
74211,    Jobspring Partners,"San Francisco, CA","$90,000 - $140,000 a year",Software Engineer - Machine Learning/AI
74218,    Fortira,"San Francisco, CA",$45 an hour,Bench Scientist
74222,"    AEC Recruiting Xperts, LLC","Dublin, CA","$80,000 - $120,000 a year",Environmental Scientist / Compliance Project Manager
74247,    nCompass Recruiting Services,"Dublin, CA 94568","$130,000 a year",Sr. Product Manager
74292,    Harnham,"Emeryville, CA","$190,000 a year","Principal Engineer, Artificial Intelligence"
