,company,location,salary,summary,title,float_salary
37416,    State of Iowa Talent Gateway,"Des Moines, IA 50319 (East Village area)","$43,742 - $65,416 a year","Help to define meaningful measures of performance for each division within the Department, works with subject experts within each division to gather the...",Performance Measurement and Research Analyst,54579.0
37417,    State of Iowa Talent Gateway,"Des Moines, IA 50312 (Ingersoll Park area)","$43,742 - $65,416 a year",This position supports the goals developed by IFA's Business Development Director and upper level management to develop business plans for agency divisions in...,Statistical Research Analyst 2,54579.0
37421,    Palmer Group,"Des Moines, IA","$98,000 a year","In addition, the selected candidate will collaborate daily with data scientists and analysts in a team setting as well as 3rd party data providers to drive best...",Data Engineer,98000.0
37423,    Hunter International,"Grimes, IA",$15 an hour,"Work as part of a team, and interact with and provide effective feedback to scientists or senior research associates....",Research Associate,31200.0
37428,    Palmer Group,"Des Moines, IA","$80,000 - $110,000 a year","Interact closely with Imaging Specialists, Data Scientists, and Automation Engineers. Machine learning experience a plus....",Software Engineer,95000.0
37434,    Hunter International,"Des Moines, IA",$15 - $20 an hour,"Work as part of a team, and interact with and provide effective feedback to scientists or senior research associates....",Research Technician,36400.0
40544,    Agile Enterprise Solutions Inc,"Las Vegas, NV","$120,000 - $160,000 a year",Client is looking for a Data Scientist that has a deep understanding of big data and will enable big data analytical solutions for Client’s mines....,Data Scientist,140000.0
40549,    Ovation Fertility,"Henderson, NV","$60,000 - $75,000 a year",Have appropriate certification by an accrediting authority and obtain a State of Nevada testing personnel license within 6 months of employment as a...,Genetic/Molecular Technologist,67500.0
40551,    Sable Systems International,"Las Vegas, NV","$125,000 - $150,000 a year","Support and develop processes which integrate and focus the insights from a freeform, creative, exploratory scientific Research team with the deliberate,...",Chief Operating Officer,137500.0
49975,    JE Group of Companies,"Rancho Cucamonga, CA 91739","$40,000 - $45,000 a year","JECSI is a mid-sized company of environmental consultants and engineers and technical, scientific, and business software application developers and engineers...",Environmental Specialist (Entry level),42500.0
49977,    Department of the Navy,"Corona, CA","$49,765 - $133,967 a year","From pipefitters to accountants, scientists to engineers, doctors to nurses-the careers and opportunities to make a difference are endless....",INTERDISCIPLINARY ENGINEER,91866.0
49979,    California State University San Bernardino,"San Bernardino, CA","$46,764 - $75,912 a year","The incumbent will utilize working knowledge of and ability to apply standard theories, principles, practices and techniques to review and analyze award...",Research Analyst (AA/S EI) / Research & Sponsored Programs,61338.0
49986,    Department of the Navy,"Corona, CA","$32,844 - $63,517 a year","From pipefitters to accountants, scientists to engineers, doctors to nurses-the careers and opportunities to make a difference are endless....",BUSINESS AND INDUSTRY,48180.5
49993,    JE Group of Companies,"Rancho Cucamonga, CA 91739","$55,000 - $65,000 a year","JECSI is a mid-sized company of environmental consultants and engineers and technical, scientific, and business software application developers and engineers...",Environmental Specialist (Mid level),60000.0
49996,"    Foothills Consulting Group, Inc.","Irvine, CA 92618","$160,000 a year",Principal Decision Scientist is responsible for leading advanced analytics project and providing strategy guidance to a team of Decision Scientists in the...,"Principal, Decision Sciences",160000.0
49999,    South Orange County Community College District,"Irvine, CA 92618","$6,001 a month","Data collection and coding methods. Under direction of assigned College President or designee, plans, conducts, and presents research and analysis of...",Research and Planning Analyst,72012.0
50006,    San Bernardino County,"Colton, CA","$94,245 a year",ARMC is host to a Medical Laboratory Science training program accredited by the National Accrediting Agency for Clinical Laboratory Sciences and approved by the...,Clinical Laboratory Scientist II,94245.0
53128,    Ohio State University Medical Center,"Columbus, OH 43212",$19.48 - $23.35 an hour,"Experience with collection, analysis and management of clinical research data preferred; Experience or knowledge of clinical research studies desired;...",Research Data Analyst,44543.2
53143,    Ohio State University Medical Center,"Columbus, OH 43212",$15.51 - $19.00 an hour,Combines imaging data with data from other modalities to support research to develop predictive models for cancer diagnosis and prognosis applying state of the...,Statistical Information Spec 1,35890.4
53169,    Ohio State University Medical Center,"Columbus, OH 43212",$11.10 - $16.71 an hour,Prepares secondary investigational analysis for review by senior scientists; Transcribes investigational analysis into further structured data formats;...,Research Assistant 1-B/H,28922.4
53188,    Ohio State University Medical Center,"Columbus, OH 43212","$71,000 - $86,000 a year",Senior Consulting Research Statistician will function as a scientific expert in biostatistics and biostatistical methods collaborating with health sciences...,Senior Research Statistician,78500.0
56274,    City of Tempe Arizona,"Tempe, AZ","$53,676 - $72,463 a year",Requires the equivalent to 3 months of full-time equivalent analytical/social science research experience to include applied research experience related to an...,Police Research & Data Analyst I/II+,63069.5
56275,"    Kennedy Unlimited Inc, Professional Staffing","Phoenix, AZ","$130,000 - $140,000 a year",4 plus years of current projects involving predictive analytics and hands-on machine learning techniques. Use your current research and analysis skills to apply...,Predictive Analytics (Machine Learning),135000.0
56290,    Arizona State University,"Tempe, AZ",$10.67 - $14.42 an hour,"The School of Earth and Space Exploration integrates astrophysicists, Earth scientists, planetary scientists, and instrument-building engineers into a unique...",Office Assistant/Receptionist Sr.,26093.6
56293,    Arizona State University,"Tempe, AZ","$34,560 - $38,500 a year","Students learn from nationally renowned faculty, to include psychologists, sociologists, anthropologists, geographers, and political scientists....",Academic Success Specialist,36530.0
56311,    Arizona Health Care Cost Containment System,"Phoenix, AZ","$39,983 - $55,500 a year",And conducts data analysis. The Division of Health Care Management (DHCM) is looking for a highly motivated individual to join our team as a Research and...,RESEARCH AND STATISTICAL ANALYST,47741.5
56316,    State of Arizona,"Phoenix, AZ","$50,000 a year","The Public Health Scientist will provide capacity to both identify and quantify toxins, poisons, and metabolites of chemical agents deemed to be important by...",Public Health Scientist / Chemist,50000.0
56330,    State of Arizona,"Phoenix, AZ","$45,000 - $65,000 a year","In this position as an Outreach Specialist you will take a prominent strategic role to ensure compliance with environmental laws and regulations, analyze...",ENVIRONMENTAL OUTREACH SPECIALIST,55000.0
56331,    All About People,"Phoenix, AZ 85007 (Central City area)",$13 an hour,"Enter data, compiles and compose data reports. Excellent MS Outlook, Word, Excel, PowerPoint, Internet, typing and data entry skills....",Customer Service / Research Analyst,27040.0
56332,    The Creative Group,"Phoenix, AZ 85016 (Camelback East area)",$25 - $30 an hour,"You're fascinated by data analytics:. You may not be a data scientist but you are in touch with AI, Analytics, and Marketing Automation software....",Account Manager,57200.0
56333,    State of Arizona,"Phoenix, AZ","$45,000 - $77,000 a year","The Air Quality State Implementation Plan ESS 3 position is responsible for drafting complex State Implementation Plans (SIPs), including pollutant-specific...",AIR QUALITY PLANNER 2-3,61000.0
61188,    Smith Hanley Associates,"Pittsburgh, PA","$90,000 - $100,000 a year","Qualifications of the Data Scientist:. -Minimum three years of post graduate experience in a marketing analytics setting, performing marketing analytics and...",Data Scientist,95000.0
61225,    SourceTek,"Pittsburgh, PA 15212","$80,000 a year","You will be part of a team of world-class engineers, designers, and scientists, working together in a fast-paced startup environment....",Frontend Developer,80000.0
61244,    The University of Pittsburgh,"Pittsburgh, PA","$23,868 - $37,752 a year","Scientific laboratory technicians carry out the work that allows scientists to concentrate on, and perform, the more complex analytical processes in the...",Laboratory Technician,30810.0
